,address,city,state,zip
245646,12 halley pl se  unit: 203,Washington,DC,
225432,se,Washington,DC,
7235,1724 17th st nw  unit: 36,Washington,DC,
197391,otis st ne,Washington,DC,
132103,3883 connecticut av,Washington,DC,
63135,3rd st sw,Washington,DC,
138852,3883 connecticut av,Washington,DC,
37412,616 e st nw  unit: 806,Washington,DC,
84322,0904 13th st se,Washington,DC,
147873,4025 connecticut av nw unit: p12,Washington,DC,
193326,ne,Washington,DC,
86304,se,Washington,DC,
116867,2737 devonshire pl nw  unit: 114,Washington,DC,
38675,555 massachusetts ave nw  unit: 1401,Washington,DC,
121243,3883 connecticut av,Washington,DC,
49198,0555 massachusetts av,Washington,DC,
171702,georgia ave nw,Washington,DC,
154831,1707 lanier pl nw,Washington,DC,
58944,440 l st nw  unit: 313,Washington,DC,
207681,1703 lyman pl ne,Washington,DC,
130429,3883 connecticut av,Washington,DC,
171472,nw,Washington,DC,
52376,0555 massachusetts av,Washington,DC,
160799,3525 hertford pl nw,Washington,DC,
112628,nw,Washington,DC,
159789,1413 monroe st nw,Washington,DC,
193070,0026 longfellow st ne,Washington,DC,
66159,h st nw,Washington,DC,
104335,nw,Washington,DC,
177789,807 varnum st nw  unit: 5,Washington,DC,
153929,1666 beekman pl nw unit: g17,Washington,DC,
236323,2526 36th pl se,Washington,DC,
37216,631 d st nw  unit: 930,Washington,DC,
8413,1545 18th st nw  unit: 916,Washington,DC,
140673,3883 connecticut av,Washington,DC,
8594,1718 p st nw  unit: 306,Washington,DC,
57866,1425 4th st sw  unit: a714,Washington,DC,
114159,3376 stuyvesant pl nw,Washington,DC,
241782,2714 stanton rd se,Washington,DC,
36042,701 pennsylvania ave nw  unit: 1211,Washington,DC,
173956,georgia ave nw,Washington,DC,
54915,0555 massachusetts av,Washington,DC,
153746,2435  ontario rd nw 1,Washington,DC,
7372,1749 q st nw unit: 7,Washington,DC,
228903,k st se,Washington,DC,
77906,7th st se,Washington,DC,
185444,4614 4th st nw,Washington,DC,
189654,1920 1st st ne,Washington,DC,
210458,eads st ne,Washington,DC,
47301,0555 massachusetts av,Washington,DC,
157936,1414 belmont st nw  unit: 105,Washington,DC,
116387,3312 woodley rd nw,Washington,DC,
203230,20th st ne,Washington,DC,
135622,3883 connecticut av,Washington,DC,
151271,2032 belmont rd nw  unit: 201,Washington,DC,
138922,3883 connecticut av,Washington,DC,
129354,3883 connecticut av,Washington,DC,
206693,douglas st ne,Washington,DC,
242464,1456 alabama ave se,Washington,DC,
87347,600 kentucky ave se  unit: a,Washington,DC,
19431,1418 11th st nw p-1,Washington,DC,
247877,nw,Washington,DC,
88571,1727 bay st se,Washington,DC,
150844,2029 connecticut av nw unit: p18,Washington,DC,
97354,2318 44th st nw,Washington,DC,
122292,3883 connecticut av,Washington,DC,
227889,539 hilltop ter se,Washington,DC,
120922,3883 connecticut av,Washington,DC,
245633,12 halley pl se  unit: 102,Washington,DC,
217158,49th st ne,Washington,DC,
171105,quincy st nw,Washington,DC,
123487,3883 connecticut av,Washington,DC,
244732,3211 5th st se,Washington,DC,
185996,6213 5th st nw,Washington,DC,
14027,15th st nw,Washington,DC,
20926,1010 massachusetts ave nw  unit: 413,Washington,DC,
73718,316 independence ave se 101,Washington,DC,
34969,0400 8th st nw,Washington,DC,
55840,0555 massachusetts av,Washington,DC,
95230,2139 tunlaw rd nw,Washington,DC,
57654,1215 4th st sw unit: 3,Washington,DC,
62336,3rd st sw,Washington,DC,
199495,1239 penn st ne,Washington,DC,
138698,3883 connecticut av,Washington,DC,
47087,0555 massachusetts av,Washington,DC,
153067,2360  champlain st nw 3.1,Washington,DC,
108949,3817 porter st nw unit: 134,Washington,DC,
145055,3883 connecticut av,Washington,DC,
85461,se,Washington,DC,
35078,0400 8th st nw,Washington,DC,
212857,44th st ne,Washington,DC,
18578,1225 13th st nw  unit: 205,Washington,DC,
41010,0555 massachusetts av,Washington,DC,
249639,66 new york ave nw  unit: 301,Washington,DC,
183638,nw,Washington,DC,
4482,1666 connecticut av nw,Washington,DC,
224665,d st se,Washington,DC,
28925,0400 8th st nw,Washington,DC,
245390,3353 martin luther king jr av se,Washington,DC,
162817,7822 16th st nw,Washington,DC,
93470,nw,Washington,DC,
245561,3612 horner pl se,Washington,DC,
158520,1439 chapin st nw  unit: 104,Washington,DC,
152418,1813 kalorama rd nw  unit: 3,Washington,DC,
220917,dix st ne,Washington,DC,
159490,1465 columbia rd nw  unit: 301,Washington,DC,
185508,431 delafield pl nw,Washington,DC,
32174,0400 8th st nw,Washington,DC,
168231,2535 13th st nw  unit: 304,Washington,DC,
165844,3639 13th st nw,Washington,DC,
215536,47th st ne,Washington,DC,
142988,3883 connecticut av,Washington,DC,
236271,southern ave se,Washington,DC,
38870,0555 massachusetts av,Washington,DC,
58062,414 florida ave nw,Washington,DC,
87227,0521 16th st se,Washington,DC,
50006,0555 massachusetts av,Washington,DC,
123846,3883 connecticut av,Washington,DC,
33191,0400 8th st nw,Washington,DC,
231215,1419 22nd st se,Washington,DC,
38639,555 massachusetts ave nw  unit: 1202,Washington,DC,
121157,3883 connecticut av,Washington,DC,
227830,4312 gorman ter se,Washington,DC,
106652,3931 legation st nw,Washington,DC,
76539,606 east capitol st ne,Washington,DC,
222073,55th st ne,Washington,DC,
186858,307 taylor st nw,Washington,DC,
6321,1756 willard st nw,Washington,DC,
11941,1406 t st nw p-3,Washington,DC,
157129,1716 upshur st nw,Washington,DC,
155287,3060 16th st nw  unit: 209,Washington,DC,
188909,0047 - 0055 hawthorne ct ne unit: 47,Washington,DC,
106625,5500 39th st nw,Washington,DC,
90815,1080 wisconsin ave nw  unit: 204,Washington,DC,
204753,2650 myrtle av ne,Washington,DC,
13280,1425 rhode island ave nw  unit: 20,Washington,DC,
134893,3883 connecticut av,Washington,DC,
157343,nw,Washington,DC,
234924,westover dr se,Washington,DC,
102754,3291 sutton pl nw  unit: b,Washington,DC,
43036,0555 massachusetts av,Washington,DC,
110336,38th st nw,Washington,DC,
116562,3109 woodley rd nw,Washington,DC,
201337,2402 18th st ne,Washington,DC,
31772,0400 8th st nw,Washington,DC,
104945,4200 cathedral ave nw  unit: 710,Washington,DC,
30989,0400 8th st nw,Washington,DC,
6091,1800 r st nw unit: c4,Washington,DC,
36980,0601 e st nw unit: 1000,Washington,DC,
219305,meade st ne,Washington,DC,
111013,quebec st nw,Washington,DC,
201514,evarts st ne,Washington,DC,
81548,13th st ne,Washington,DC,
247981,16th st nw,Washington,DC,
71908,201 i st ne  unit: 1119,Washington,DC,
74598,0216 5th st ne,Washington,DC,
11930,1441 s st nw  unit: 2,Washington,DC,
241902,2609 douglass rd se  unit: 203,Washington,DC,
23185,h st nw,Washington,DC,
15411,1330 13th st nw,Washington,DC,
10613,1538 swann st nw,Washington,DC,
39712,0555 massachusetts av,Washington,DC,
60026,475 k st nw  unit: 910,Washington,DC,
238634,ainger pl se,Washington,DC,
246754,0721 brandywine st,Washington,DC,
47666,0555 massachusetts av,Washington,DC,
113854,nw,Washington,DC,
131296,3883 connecticut av,Washington,DC,
128062,3883 connecticut av,Washington,DC,
224861,5025 ivory walters ln se,Washington,DC,
131126,3883 connecticut av,Washington,DC,
214935,4405 eads st ne,Washington,DC,
236655,32nd st se,Washington,DC,
55465,0555 massachusetts av,Washington,DC,
83416,1341 east capitol st se  unit: 107,Washington,DC,
231465,se,Washington,DC,
49012,0555 massachusetts av,Washington,DC,
33939,0400 8th st nw,Washington,DC,
248242,4th st ne,Washington,DC,
88469,2 17th st se  unit: 102,Washington,DC,
222279,300 55th st ne,Washington,DC,
240231,1456 howard rd se,Washington,DC,
66817,h st nw,Washington,DC,
50828,0555 massachusetts av,Washington,DC,
56013,0555 massachusetts av,Washington,DC,
18709,1209 13th st nw  unit: 204,Washington,DC,
80455,1116 k st ne,Washington,DC,
67697,h st nw,Washington,DC,
156855,3430 brown st nw 5,Washington,DC,
113669,nw,Washington,DC,
11552,15th st nw,Washington,DC,
186395,5415 4th st nw,Washington,DC,
18534,1245 13th st nw unit: p29,Washington,DC,
108830,3623 38th st nw unit: 59,Washington,DC,
209828,311 19th st ne,Washington,DC,
185154,3813 5th st nw,Washington,DC,
85911,0439 15th st se,Washington,DC,
195972,1014 monroe st ne,Washington,DC,
116510,3212 klingle rd nw,Washington,DC,
61953,800 4th st sw  unit: s125,Washington,DC,
124421,3883 connecticut av,Washington,DC,
22408,910 m st nw  unit: 323,Washington,DC,
114064,3517 rittenhouse st nw,Washington,DC,
69210,h st nw,Washington,DC,
191469,0300 morse st ne unit: 002a,Washington,DC,
241717,2518  sayles pl se 8,Washington,DC,
54765,0555 massachusetts av,Washington,DC,
4059,1099 22nd st nw unit: p28,Washington,DC,
61289,0620 3rd st sw unit: 111,Washington,DC,
226801,bowen rd se,Washington,DC,
113738,northampton st nw,Washington,DC,
168619,1308 clifton st nw  unit: 511,Washington,DC,
15333,1338 vermont ave nw  unit: 7,Washington,DC,
142515,3883 connecticut av,Washington,DC,
159887,1417 newton st nw  unit: 406,Washington,DC,
70385,0047 d st se,Washington,DC,
141558,3883 connecticut av,Washington,DC,
200445,1217 holbrook st ne,Washington,DC,
200174,1108 trinidad ave ne,Washington,DC,
169679,georgia ave nw,Washington,DC,
152684,1807 california st nw  unit: 103,Washington,DC,
115121,2939 van ness st nw  unit: 522,Washington,DC,
190822,ne,Washington,DC,
9898,1750 16th st nw  unit: 82,Washington,DC,
85013,0068 15th st ne unit: 68,Washington,DC,
14049,15th st nw,Washington,DC,
87100,1537 c st se,Washington,DC,
129292,3883 connecticut av,Washington,DC,
178944,3112 park pl nw,Washington,DC,
10896,nw,Washington,DC,
172166,georgia ave nw,Washington,DC,
217164,48th pl ne,Washington,DC,
10793,nw,Washington,DC,
190608,330 rhode island ave ne  unit: 40,Washington,DC,
41279,0555 massachusetts av,Washington,DC,
215687,foote st ne,Washington,DC,
248810,ne,Washington,DC,
46505,0555 massachusetts av,Washington,DC,
123204,3883 connecticut av,Washington,DC,
245677,3826 halley ter se,Washington,DC,
67116,h st nw,Washington,DC,
11095,1508 r st nw  unit: 2,Washington,DC,
45368,0555 massachusetts av,Washington,DC,
140441,3883 connecticut av,Washington,DC,
222149,330 56th st ne,Washington,DC,
41212,0555 massachusetts av,Washington,DC,
86581,16th st ne,Washington,DC,
109576,3819 military rd nw,Washington,DC,
227772,621 burns st se,Washington,DC,
66808,h st nw,Washington,DC,
49926,0555 massachusetts av,Washington,DC,
5697,1803 t st b nw 00003,Washington,DC,
47853,0555 massachusetts av,Washington,DC,
54137,0555 massachusetts av,Washington,DC,
217062,48th pl ne,Washington,DC,
212261,dix st ne,Washington,DC,
99805,5407 hawthorne pl nw,Washington,DC,
14630,u st nw,Washington,DC,
18535,1245 13th st nw unit: p30,Washington,DC,
51734,0555 massachusetts av,Washington,DC,
154018,1700 kalorama rd nw p-217,Washington,DC,
220506,dix st ne,Washington,DC,
182783,712 marietta pl nw  unit: 304,Washington,DC,
173431,georgia ave nw,Washington,DC,
97288,40th st nw,Washington,DC,
32518,0400 8th st nw,Washington,DC,
10706,1801  16th st nw 107,Washington,DC,
170759,739 newton pl nw  unit: 305,Washington,DC,
124130,3883 connecticut av,Washington,DC,
131407,3883 connecticut av,Washington,DC,
154246,2440 16th st nw  unit: 419,Washington,DC,
210144,14 33rd st ne,Washington,DC,
9082,1711 massachusetts av nw unit: p26,Washington,DC,
147677,3883 connecticut av,Washington,DC,
104743,5018 42nd st nw,Washington,DC,
239779,se,Washington,DC,
144036,3883 connecticut av,Washington,DC,
55875,0555 massachusetts av,Washington,DC,
112752,4444 connecticut ave nw  unit: 408,Washington,DC,
49211,0555 massachusetts av,Washington,DC,
2635,nw,Washington,DC,
154293,1670 euclid st nw  unit: a,Washington,DC,
228066,419 burbank st se,Washington,DC,
21851,933 n st nw  unit: 505,Washington,DC,
170212,georgia ave nw,Washington,DC,
10910,nw,Washington,DC,
217504,meade st ne,Washington,DC,
160628,1438 meridian pl nw  unit: 201,Washington,DC,
173576,georgia ave nw,Washington,DC,
184311,610 longfellow st nw p-41,Washington,DC,
1425,0908 new hampshire av nw unit: 500,Washington,DC,
122316,3883 connecticut av,Washington,DC,
25353,10th st nw,Washington,DC,
139860,3883 connecticut av,Washington,DC,
24247,h st nw,Washington,DC,
148282,2929 ellicott st nw,Washington,DC,
170111,georgia ave nw,Washington,DC,
191782,4th st ne,Washington,DC,
229693,3973 alabama ave se,Washington,DC,
102853,4201 cathedral ave nw  unit: 417e,Washington,DC,
204711,2634 monroe st ne,Washington,DC,
193707,100 sheridan st ne,Washington,DC,
81267,0810 13th st ne,Washington,DC,
128642,3883 connecticut av,Washington,DC,
32031,0400 8th st nw,Washington,DC,
103184,4201 cathedral ave nw  unit: 1011w,Washington,DC,
46017,0555 massachusetts av,Washington,DC,
195696,2632 10th st ne,Washington,DC,
32111,0400 8th st nw,Washington,DC,
178775,3209 warder st nw,Washington,DC,
121909,3883 connecticut av,Washington,DC,
192606,4402 1st pl ne  unit: 12,Washington,DC,
108903,3805 porter st nw unit: 168,Washington,DC,
29525,0400 8th st nw,Washington,DC,
116417,nw,Washington,DC,
49883,0555 massachusetts av,Washington,DC,
212266,dix st ne,Washington,DC,
54581,0555 massachusetts av,Washington,DC,
53834,0555 massachusetts av,Washington,DC,
101000,4841 alton pl nw,Washington,DC,
217705,5073 sheriff rd ne,Washington,DC,
238900,w st se,Washington,DC,
121502,3883 connecticut av,Washington,DC,
221347,clay st ne,Washington,DC,
91581,3405 prospect st nw,Washington,DC,
32830,0400 8th st nw,Washington,DC,
1302,922 24th st nw  unit: 509,Washington,DC,
194427,713 jefferson st ne,Washington,DC,
70314,830 1st st ne,Washington,DC,
58267,0435  r st nw p-11,Washington,DC,
165529,3833 14th st nw,Washington,DC,
158062,1451 belmont st nw  unit: 122,Washington,DC,
229558,m st se,Washington,DC,
26329,h st nw,Washington,DC,
127344,3883 connecticut av,Washington,DC,
114229,3344 runnymede pl nw,Washington,DC,
137513,3883 connecticut av,Washington,DC,
245468,0119 trenton pl se,Washington,DC,
17638,temperance ct nw,Washington,DC,
4533,1419 hopkins st nw,Washington,DC,
213020,foote st ne,Washington,DC,
129135,3883 connecticut av,Washington,DC,
30815,0400 8th st nw,Washington,DC,
84539,1424 f st ne,Washington,DC,
127001,3883 connecticut av,Washington,DC,
161006,1441 spring rd nw  unit: 202,Washington,DC,
152610,1806 wyoming ave nw,Washington,DC,
244734,3218 4th st se,Washington,DC,
71862,201 i st ne  unit: 921,Washington,DC,
225593,5024 h st se,Washington,DC,
20673,1111 11th st nw  unit: 110,Washington,DC,
39336,0555 massachusetts av,Washington,DC,
82467,1350  maryland ave ne p-7,Washington,DC,
219345,5044 meade st ne,Washington,DC,
251474,h st nw,Washington,DC,
181180,0025  u st nw 2,Washington,DC,
109484,39th st nw,Washington,DC,
141661,3883 connecticut av,Washington,DC,
82197,1209-1211  g st se ps5,Washington,DC,
214915,clay st ne,Washington,DC,
20417,1013 o st nw,Washington,DC,
240557,1625 gainesville st se  unit: 101,Washington,DC,
125090,3883 connecticut av,Washington,DC,
141182,3883 connecticut av,Washington,DC,
129999,3883 connecticut av,Washington,DC,
39637,0555 massachusetts av,Washington,DC,
138972,3883 connecticut av,Washington,DC,
197796,ne,Washington,DC,
171375,1023 quebec pl nw,Washington,DC,
195304,4610 6th pl ne,Washington,DC,
248565,ne,Washington,DC,
143024,3883 connecticut av,Washington,DC,
243668,914 varney st se,Washington,DC,
95271,2303 37th st nw,Washington,DC,
60385,400 massachusetts ave nw  unit: 922,Washington,DC,
39441,0555 massachusetts av,Washington,DC,
56628,0555 massachusetts av,Washington,DC,
44736,0555 massachusetts av,Washington,DC,
242629,1867 alabama ave se,Washington,DC,
114012,nw,Washington,DC,
181065,2029 flagler pl nw,Washington,DC,
207926,1629 l st ne pu-1,Washington,DC,
30144,0400 8th st nw,Washington,DC,
187753,119 walnut st nw,Washington,DC,
117628,2818 connecticut av,Washington,DC,
173470,georgia ave nw,Washington,DC,
203854,ne,Washington,DC,
172751,georgia ave nw,Washington,DC,
53572,0555 massachusetts av,Washington,DC,
160318,1417 newton st,Washington,DC,
125856,3883 connecticut av,Washington,DC,
165405,1348 taylor st nw,Washington,DC,
236488,33rd st se,Washington,DC,
235857,2110 38th st se  unit: 302,Washington,DC,
51589,0555 massachusetts av,Washington,DC,
94847,2111 wisconsin ave nw  unit: 418,Washington,DC,
229504,1336 anacostia rd se,Washington,DC,
132819,3883 connecticut av,Washington,DC,
179038,3018 warder st nw,Washington,DC,
51049,0555 massachusetts av,Washington,DC,
176669,nw,Washington,DC,
105908,4101 albemarle st nw  unit: 304,Washington,DC,
247953,14th st nw,Washington,DC,
48067,0555 massachusetts av,Washington,DC,
162681,nw,Washington,DC,
81114,0718 11th st se,Washington,DC,
83212,226 tennessee ave ne,Washington,DC,
5216,nw,Washington,DC,
7537,1601 18th st nw unit: p20,Washington,DC,
154349,1654 euclid st nw p17-c,Washington,DC,
161272,4124 arkansas ave nw,Washington,DC,
233853,se,Washington,DC,
5208,nw,Washington,DC,
130888,3883 connecticut av,Washington,DC,
215737,4602 nannie helen burroughs ave ne,Washington,DC,
191602,5th st ne,Washington,DC,
82902,427 13th st ne,Washington,DC,
100200,nw,Washington,DC,
51636,0555 massachusetts av,Washington,DC,
228297,3927 burns ct se,Washington,DC,
80130,0128 11th st ne,Washington,DC,
53397,0555 massachusetts av,Washington,DC,
13174,1515 15th st nw pu-42,Washington,DC,
204330,3017 24th st ne,Washington,DC,
94716,1711 35th st nw  unit: 5,Washington,DC,
205178,ne,Washington,DC,
133439,3883 connecticut av,Washington,DC,
106621,5517 41st st nw,Washington,DC,
8418,1545 18th st nw  unit: 921,Washington,DC,
234922,westover dr se,Washington,DC,
22552,massachusetts av,Washington,DC,
202225,ne,Washington,DC,
230564,3011 o st se,Washington,DC,
37673,603 4th pl sw,Washington,DC,
13212,1450 church st nw  unit: 201,Washington,DC,
64335,h st nw,Washington,DC,
51563,0555 massachusetts av,Washington,DC,
125775,3883 connecticut av,Washington,DC,
208894,212 oklahoma ave ne,Washington,DC,
192518,0625  monroe st ne,Washington,DC,
86843,1536 independence av se,Washington,DC,
210003,1624 c st ne,Washington,DC,
212299,dix st ne,Washington,DC,
160265,1417 newton st,Washington,DC,
37198,631 d st nw  unit: 831,Washington,DC,
237033,hartford st se,Washington,DC,
47653,0555 massachusetts av,Washington,DC,
86238,water st se,Washington,DC,
73001,3rd st ne,Washington,DC,
192565,119 urell pl ne,Washington,DC,
48025,0555 massachusetts av,Washington,DC,
229122,minnesota av se,Washington,DC,
223537,5925 clay st ne,Washington,DC,
231312,1920 naylor rd se  unit: 310,Washington,DC,
237382,se,Washington,DC,
