,address,city,state,zip
51006,0555 massachusetts av,Washington,DC,
191910,2714 6th st ne,Washington,DC,
208833,2525 benning rd ne,Washington,DC,
185142,514 quincy st nw,Washington,DC,
81504,1251 f st ne,Washington,DC,
103782,3101 new mexico ave nw  unit: 556,Washington,DC,
62086,800 4th st sw  unit: s713,Washington,DC,
61243,0733 3rd st sw unit: 409,Washington,DC,
142484,3883 connecticut av,Washington,DC,
122448,3883 connecticut av,Washington,DC,
33912,0400 8th st nw,Washington,DC,
150823,2029 connecticut ave nw  unit: 72,Washington,DC,
41835,0555 massachusetts av,Washington,DC,
229331,k st se,Washington,DC,
217725,5145 sheriff rd ne,Washington,DC,
86556,16th st ne,Washington,DC,
67539,55 m st nw  unit: 401,Washington,DC,
83079,1356 c st ne,Washington,DC,
206602,2719 bladensburg rd ne,Washington,DC,
50249,0555 massachusetts av,Washington,DC,
37464,616 e st nw  unit: 1011,Washington,DC,
32091,0400 8th st nw,Washington,DC,
27245,h st nw,Washington,DC,
26512,h st nw,Washington,DC,
180877,121 t st nw  unit: 2,Washington,DC,
185552,417 emerson st nw,Washington,DC,
40712,0555 massachusetts av,Washington,DC,
197615,1338 ritchie pl ne,Washington,DC,
246303,700 brandywine st se,Washington,DC,
131925,3883 connecticut av,Washington,DC,
115008,4707 connecticut ave nw  unit: 604,Washington,DC,
62901,3rd st sw,Washington,DC,
192924,5049 north capitol st ne,Washington,DC,
230457,se,Washington,DC,
11072,1616 15th st nw  unit: 100,Washington,DC,
210876,foote st ne,Washington,DC,
204122,2509 22nd st ne,Washington,DC,
144266,3883 connecticut av,Washington,DC,
95328,2320 wisconsin ave nw  unit: 412,Washington,DC,
151376,2032 - 2040 belmont rd nw unit: b,Washington,DC,
77758,702 east capitol st ne,Washington,DC,
209876,316 18th pl ne,Washington,DC,
62209,4th st sw,Washington,DC,
93076,2500 q st nw 00p-29,Washington,DC,
199353,1126 oates st ne,Washington,DC,
173983,georgia ave nw,Washington,DC,
126827,3883 connecticut av,Washington,DC,
154697,1741 lanier pl nw,Washington,DC,
137343,3883 connecticut av,Washington,DC,
224238,se,Washington,DC,
127404,3883 connecticut av,Washington,DC,
78977,10th st ne,Washington,DC,
157249,1800 upshur st nw,Washington,DC,
216136,hayes st ne,Washington,DC,
86895,se,Washington,DC,
90593,2822 pennsylvania av nw,Washington,DC,
81441,604 13th st ne,Washington,DC,
50205,0555 massachusetts av,Washington,DC,
34024,0400 8th st nw,Washington,DC,
135543,3883 connecticut av,Washington,DC,
189958,315 evarts st ne  unit: 101,Washington,DC,
188174,5716 north capitol st nw,Washington,DC,
9430,2028 16th st nw  unit: 2,Washington,DC,
88490,1755 a st se,Washington,DC,
234252,alabama ave se,Washington,DC,
578,955 26th st nw  unit: 212,Washington,DC,
139690,3883 connecticut av,Washington,DC,
58670,1143 5th st nw  unit: 1,Washington,DC,
227165,1408 42nd pl se,Washington,DC,
66405,h st nw,Washington,DC,
53493,0555 massachusetts av,Washington,DC,
112422,nw,Washington,DC,
168200,2530 12th st nw,Washington,DC,
133433,3883 connecticut av,Washington,DC,
121291,3883 connecticut av,Washington,DC,
231858,1620 29th st se  unit: 301,Washington,DC,
129809,3883 connecticut av,Washington,DC,
169113,760 girard st nw  unit: 201,Washington,DC,
3555,2119 m st nw,Washington,DC,
50132,0555 massachusetts av,Washington,DC,
5815,1830 t st nw  unit: a,Washington,DC,
249067,se,Washington,DC,
98764,4855 reservoir rd nw,Washington,DC,
238466,2409 wagner st se,Washington,DC,
20461,1425 11th st nw  unit: 402,Washington,DC,
187153,225 webster st nw,Washington,DC,
197241,1348 franklin st ne,Washington,DC,
91102,3237 m st nw,Washington,DC,
89468,3301 k st nw,Washington,DC,
177277,5001 georgia ave nw,Washington,DC,
135645,3883 connecticut av,Washington,DC,
69590,h st nw,Washington,DC,
114853,5160 linnean ter nw,Washington,DC,
119140,2829 connecticut ave nw  unit: 811,Washington,DC,
123452,3883 connecticut av,Washington,DC,
77885,7th st se,Washington,DC,
176595,824 madison st nw,Washington,DC,
181308,2100 flagler pl nw,Washington,DC,
17254,1210 v st nw p-2,Washington,DC,
53126,0555 massachusetts av,Washington,DC,
80715,12th st ne,Washington,DC,
192127,3000 7th st ne  unit: 201,Washington,DC,
132483,3883 connecticut av,Washington,DC,
48826,0555 massachusetts av,Washington,DC,
1089,2425 l st nw  unit: 340,Washington,DC,
169457,772 irving st nw,Washington,DC,
91058,1200 potomac st nw unit: p1,Washington,DC,
118611,2501 calvert st nw  unit: 211,Washington,DC,
240458,1704  gainesville st se,Washington,DC,
17817,1213 s st nw,Washington,DC,
89869,nw,Washington,DC,
117681,2818 connecticut av,Washington,DC,
117091,2817 27th st nw,Washington,DC,
7595,1615 new hampshire av,Washington,DC,
243448,1333 barnaby ter se,Washington,DC,
97962,4614 greene pl nw,Washington,DC,
2091,2311 m st nw  unit: 1001,Washington,DC,
145802,3883 connecticut av,Washington,DC,
139515,3883 connecticut av,Washington,DC,
104698,5201 b wisconsin ave nw  unit: 309,Washington,DC,
211042,anacostia ave ne,Washington,DC,
91611,1318 35th st nw  unit: 1,Washington,DC,
107631,2801 new mexico ave nw  unit: 1001,Washington,DC,
119753,2755 ordway st nw unit: 39,Washington,DC,
180102,34 quincy pl nw,Washington,DC,
68847,h st nw,Washington,DC,
90013,wisconsin ave nw retail,Washington,DC,
145704,3883 connecticut av,Washington,DC,
220536,dix st ne,Washington,DC,
225703,4710 - 4760 c st se,Washington,DC,
121339,3883 connecticut av,Washington,DC,
109976,3808 northampton st nw,Washington,DC,
8353,1545 18th st nw  unit: 514,Washington,DC,
56265,0555 massachusetts av,Washington,DC,
164897,1345 ingraham st nw,Washington,DC,
38471,555 massachusetts ave nw  unit: 305,Washington,DC,
230739,se,Washington,DC,
95533,3811 beecher st nw,Washington,DC,
22980,h st nw,Washington,DC,
241040,se,Washington,DC,
212530,dix st ne,Washington,DC,
58388,1617 new jersey ave nw,Washington,DC,
34056,0400 8th st nw,Washington,DC,
181646,2429 1st st nw,Washington,DC,
3934,1177 22nd st nw  unit: 6e,Washington,DC,
77220,1101  7th st se 8,Washington,DC,
161163,3900 - 3902 14th st nw p-33,Washington,DC,
128465,3883 connecticut av,Washington,DC,
155414,17th st nw,Washington,DC,
97359,4411 w st nw,Washington,DC,
143075,3883 connecticut av,Washington,DC,
181079,2022 1st st r nw,Washington,DC,
71984,225 i st ne  unit: 411,Washington,DC,
217627,5012 sheriff rd ne,Washington,DC,
66913,h st nw,Washington,DC,
200173,1110 trinidad ave ne,Washington,DC,
7871,1615 new hampshire av,Washington,DC,
27219,h st nw,Washington,DC,
82045,220 13th st se  unit: 24,Washington,DC,
222057,55th st ne,Washington,DC,
155488,nw,Washington,DC,
32671,0400 8th st nw,Washington,DC,
241230,se,Washington,DC,
23144,h st nw,Washington,DC,
109281,4115 wisconsin av nw,Washington,DC,
240841,alabama ave se,Washington,DC,
218710,49th st ne,Washington,DC,
187217,111 rock creek church rd nw,Washington,DC,
174310,4324 georgia ave nw,Washington,DC,
29652,0400 8th st nw,Washington,DC,
226103,se,Washington,DC,
223443,ne,Washington,DC,
249779,h st nw,Washington,DC,
55102,0555 massachusetts av,Washington,DC,
22330,1117 10th st nw  unit: 1003,Washington,DC,
139155,3883 connecticut av,Washington,DC,
144271,3883 connecticut av,Washington,DC,
48032,0555 massachusetts av,Washington,DC,
158049,1451 belmont st nw  unit: 109,Washington,DC,
87764,se,Washington,DC,
177222,5130 8th st nw,Washington,DC,
174428,nw,Washington,DC,
196101,1025 quincy st ne unit: 1025,Washington,DC,
251901,h st nw,Washington,DC,
249621,66 new york ave nw  unit: 105,Washington,DC,
73350,0522 groff ct ne,Washington,DC,
121597,3883 connecticut av,Washington,DC,
89183,1901 independence ave se,Washington,DC,
245906,3988 2nd st sw,Washington,DC,
132634,3883 connecticut av,Washington,DC,
214976,208 45th st ne,Washington,DC,
64460,h st nw,Washington,DC,
234809,se,Washington,DC,
86445,se,Washington,DC,
59418,460 l st nw g2-178,Washington,DC,
209947,1711 d st ne,Washington,DC,
123012,3883 connecticut av,Washington,DC,
189234,33 todd pl ne,Washington,DC,
64338,h st nw,Washington,DC,
185806,0441 kennedy st nw,Washington,DC,
4527,1412 hopkins st nw,Washington,DC,
192865,2 buchanan st ne,Washington,DC,
5071,2030 f st nw  unit: 911,Washington,DC,
167527,1221 harvard st nw  unit: 101,Washington,DC,
62881,3rd st sw,Washington,DC,
153780,1724 kalorama rd nw,Washington,DC,
78736,e st se,Washington,DC,
175614,7440 9th st nw,Washington,DC,
208346,1707 h st ne,Washington,DC,
126041,3883 connecticut av,Washington,DC,
91160,wisconsin av nw,Washington,DC,
4301,2112 f st nw unit: 101,Washington,DC,
58451,1415 5th st nw,Washington,DC,
180739,70 rhode island ave nw  unit: 503,Washington,DC,
62135,3rd st sw,Washington,DC,
18231,1325 13th st nw  unit: 405,Washington,DC,
89035,1804 independence ave se 2,Washington,DC,
113357,5039 connecticut av nw unit: p9,Washington,DC,
221229,dix st ne,Washington,DC,
823,1111 25th st nw  unit: 523,Washington,DC,
192623,4405 1st pl ne  unit: 22,Washington,DC,
130502,3883 connecticut av,Washington,DC,
184115,524 nicholson st nw,Washington,DC,
20155,1020 w st nw,Washington,DC,
89181,19th st se,Washington,DC,
14250,1510 h st nw 100,Washington,DC,
67467,h st nw,Washington,DC,
117033,3100 connecticut ave nw  unit: 321,Washington,DC,
72958,1167 3rd st ne,Washington,DC,
194050,642 nicholson st ne,Washington,DC,
82000,1205 walter st se,Washington,DC,
55540,0555 massachusetts av,Washington,DC,
242820,3601 - 3629 22nd st se,Washington,DC,
173925,georgia ave nw,Washington,DC,
69649,h st nw,Washington,DC,
6781,1816 new hampshire ave nw  unit: 708,Washington,DC,
241147,se,Washington,DC,
68122,h st nw,Washington,DC,
237579,se,Washington,DC,
244983,0401 newcomb st se,Washington,DC,
26038,h st nw,Washington,DC,
137804,3883 connecticut av,Washington,DC,
70664,n st se,Washington,DC,
220094,ne,Washington,DC,
67663,1010 north capitol st nw,Washington,DC,
221536,5323 blaine st ne,Washington,DC,
75085,502 l st ne,Washington,DC,
129835,3883 connecticut av,Washington,DC,
155002,1707 harvard st nw,Washington,DC,
64773,29 bates st nw,Washington,DC,
39533,0555 massachusetts av,Washington,DC,
219684,0718  55th st ne,Washington,DC,
59899,475 k st nw  unit: 501,Washington,DC,
149687,3203 beech st nw,Washington,DC,
189353,15 q st ne,Washington,DC,
164095,nw,Washington,DC,
154252,2440 16th st nw  unit: 425,Washington,DC,
178627,3205  georgia ave nw 103,Washington,DC,
114583,nw,Washington,DC,
57738,1435 4th st sw  unit: b202,Washington,DC,
17443,temperance ct nw,Washington,DC,
45333,0555 massachusetts av,Washington,DC,
239539,2100 15th st se,Washington,DC,
70185,0023 o st ne,Washington,DC,
50604,0555 massachusetts av,Washington,DC,
209500,1626 d st ne,Washington,DC,
164501,nw,Washington,DC,
137635,3883 connecticut av,Washington,DC,
54345,0555 massachusetts av,Washington,DC,
41146,0555 massachusetts av,Washington,DC,
242521,3143 stanton rd se,Washington,DC,
101614,4312 46th st nw,Washington,DC,
185080,624 randolph st nw,Washington,DC,
205585,2737 31st pl ne unit: 2737,Washington,DC,
228254,3910 c st se,Washington,DC,
127949,3883 connecticut av,Washington,DC,
56873,0555 massachusetts av,Washington,DC,
71581,920 3rd st ne,Washington,DC,
130322,3883 connecticut av,Washington,DC,
32360,0400 8th st nw,Washington,DC,
2743,2201 l st nw  unit: 203,Washington,DC,
244498,4th st se,Washington,DC,
204249,2708 26th st ne,Washington,DC,
127967,3883 connecticut av,Washington,DC,
67026,h st nw,Washington,DC,
11782,1456 t st nw,Washington,DC,
2734,2201 l st nw  unit: 700,Washington,DC,
104755,4226 fessenden st nw,Washington,DC,
187232,216 emerson st nw,Washington,DC,
71172,125 d st se,Washington,DC,
197326,1336 jackson st ne,Washington,DC,
98341,4605 macarthur blvd nw  unit: a,Washington,DC,
241445,2652 martin luther king jr ave se  unit: b8,Washington,DC,
158545,1435 chapin st nw  unit: 206,Washington,DC,
136959,3883 connecticut av,Washington,DC,
222646,dix st ne,Washington,DC,
177357,nw,Washington,DC,
103349,4201 cathedral av nw unit: 154,Washington,DC,
168228,2535 13th st nw  unit: 301,Washington,DC,
63328,1150  4th st sw 216,Washington,DC,
154788,1726  lanier pl nw p-2,Washington,DC,
66693,h st nw,Washington,DC,
93640,3327 q st nw,Washington,DC,
214383,4419 grant st ne,Washington,DC,
174057,georgia ave nw,Washington,DC,
226844,4412 bowen rd se,Washington,DC,
85932,541 kentucky ave se,Washington,DC,
48822,0555 massachusetts av,Washington,DC,
176657,nw,Washington,DC,
160014,1417 newton st,Washington,DC,
244895,349 parkland pl se,Washington,DC,
144073,3883 connecticut av,Washington,DC,
9148,1325 18th st nw  unit: 302,Washington,DC,
132369,3883 connecticut av,Washington,DC,
44217,0555 massachusetts av,Washington,DC,
43145,0555 massachusetts av,Washington,DC,
71554,1112 3rd st ne,Washington,DC,
81282,1240 wylie st ne,Washington,DC,
94032,1657 31st st nw,Washington,DC,
22355,1117 10th st nw  unit: w4,Washington,DC,
230993,2244 nicholson st se,Washington,DC,
70399,1st st se,Washington,DC,
207106,v st ne,Washington,DC,
31927,0400 8th st nw,Washington,DC,
231467,se,Washington,DC,
224549,a st se,Washington,DC,
185482,452 delafield pl nw,Washington,DC,
219826,613 57th st ne,Washington,DC,
131475,3883 connecticut av,Washington,DC,
80163,1000 east capitol st ne  unit: 2,Washington,DC,
215138,0106 47th st ne,Washington,DC,
160849,3566 14th st nw,Washington,DC,
29412,0400 8th st nw,Washington,DC,
140162,3883 connecticut av,Washington,DC,
164012,nw,Washington,DC,
936,2425 l st nw  unit: 308,Washington,DC,
45780,0555 massachusetts av,Washington,DC,
25479,10th st nw,Washington,DC,
141495,3883 connecticut av,Washington,DC,
100934,4616 asbury pl nw,Washington,DC,
133631,3883 connecticut av,Washington,DC,
206397,ne,Washington,DC,
192219,3111 chancellor's way ne,Washington,DC,
195934,3001 10th st ne,Washington,DC,
250578,h st nw,Washington,DC,
29451,0400 8th st nw,Washington,DC,
241956,pomeroy rd se,Washington,DC,
60521,1528 3rd st nw,Washington,DC,
11438,15th st nw,Washington,DC,
84490,1377 k st se p-1,Washington,DC,
12248,1715 15th st nw  unit: 48,Washington,DC,
174141,georgia ave nw,Washington,DC,
210730,3506 albert irvin cassell pl ne,Washington,DC,
168687,0945  florida ave nw,Washington,DC,
154555,1763 columbia rd nw  unit: 411,Washington,DC,
125842,3883 connecticut av,Washington,DC,
45064,0555 massachusetts av,Washington,DC,
219807,55th st ne,Washington,DC,
38382,1102 5th st nw,Washington,DC,
144355,3883 connecticut av,Washington,DC,
103081,4201 cathedral ave nw  unit: 506w,Washington,DC,
170903,9th st nw,Washington,DC,
112159,2809 34th pl nw,Washington,DC,
65656,h st nw,Washington,DC,
251722,h st nw,Washington,DC,
148103,2941 brandywine st nw,Washington,DC,
242231,1805 bruce pl se,Washington,DC,
81021,1110 e st se,Washington,DC,
118436,nw,Washington,DC,
33131,0400 8th st nw,Washington,DC,
134167,3883 connecticut av,Washington,DC,
109977,3601 rittenhouse st nw,Washington,DC,
115791,3406 quebec st nw,Washington,DC,
83180,0224 14th st ne,Washington,DC,
227414,alabama ave se,Washington,DC,
3604,1260 21st st nw  unit: 807,Washington,DC,
86641,1519 constitution ave ne  unit: 101,Washington,DC,
216959,meade st ne,Washington,DC,
236044,alabama av se,Washington,DC,
218327,4930 nannie helen burroughs ave ne,Washington,DC,
172491,georgia ave nw,Washington,DC,
75467,0017 6th st se,Washington,DC,
54598,0555 massachusetts av,Washington,DC,
59030,440 l st nw  unit: 1003,Washington,DC,
53915,0555 massachusetts av,Washington,DC,
71819,201 i st ne  unit: 802,Washington,DC,
40119,0555 massachusetts av,Washington,DC,
118821,2643-2647 connecticut av,Washington,DC,
51475,0555 massachusetts av,Washington,DC,
1340,922 24th st nw  unit: 315,Washington,DC,
206206,2846 30th st ne,Washington,DC,
205617,3438 summit ct ne unit: 3438,Washington,DC,
37873,700 7th st sw  unit: 527,Washington,DC,
162316,sheridan st nw,Washington,DC,
20066,h st nw,Washington,DC,
127250,3883 connecticut av,Washington,DC,
221310,5221 dix st ne,Washington,DC,
174898,missouri ave nw,Washington,DC,
4495,2027 massachusetts ave nw,Washington,DC,
189239,30 t st ne  unit: 2,Washington,DC,
236741,3044 30th st se,Washington,DC,
201502,evarts st ne,Washington,DC,
120692,3883 connecticut av,Washington,DC,
111938,2800 wisconsin ave nw  unit: 109,Washington,DC,
42427,0555 massachusetts av,Washington,DC,
26742,10th st nw,Washington,DC,
249697,80 new york ave nw  unit: 301,Washington,DC,
120343,3883 connecticut av,Washington,DC,
117589,2818 connecticut av,Washington,DC,
116008,2927 ordway st nw,Washington,DC,
80693,327 11th st ne,Washington,DC,
30205,0400 8th st nw,Washington,DC,
190677,adams st ne,Washington,DC,
155429,nw,Washington,DC,
20695,1111 11th st nw  unit: 311,Washington,DC,
52867,0555 massachusetts av,Washington,DC,
111543,3028 wisconsin ave nw  unit: 307,Washington,DC,
144819,3883 connecticut av,Washington,DC,
141664,3883 connecticut av,Washington,DC,
223051,60th st ne,Washington,DC,
128381,3883 connecticut av,Washington,DC,
105008,4200 cathedral ave nw  unit: 604,Washington,DC,
146408,3883 connecticut av,Washington,DC,
14625,1301 u st nw,Washington,DC,
162689,nw,Washington,DC,
108924,3825 porter st nw unit: 109,Washington,DC,
17488,temperance ct nw,Washington,DC,
148890,5735 27th st nw,Washington,DC,
180876,121 t st nw  unit: 1,Washington,DC,
187264,5003 3rd st nw,Washington,DC,
124315,3883 connecticut av,Washington,DC,
200726,16th st ne,Washington,DC,
34097,0400 8th st nw,Washington,DC,
214802,0502 47th st ne,Washington,DC,
3393,2142 newport pl nw,Washington,DC,
82842,1309 f st ne,Washington,DC,
210413,eads st ne,Washington,DC,
157514,1800 varnum st nw,Washington,DC,
72975,1014 4th st ne,Washington,DC,
214104,44th st ne,Washington,DC,
28977,0400 8th st nw,Washington,DC,
53739,0555 massachusetts av,Washington,DC,
209313,kramer st ne,Washington,DC,
143295,3883 connecticut av,Washington,DC,
152667,1812 wyoming ave nw  unit: 402,Washington,DC,
53487,0555 massachusetts av,Washington,DC,
11478,15th st nw,Washington,DC,
200422,bladensburg rd ne,Washington,DC,
219756,eastern av ne,Washington,DC,
200108,1120 holbrook st ne,Washington,DC,
244073,3201 - 3221 8th st se p-17,Washington,DC,
198353,1406 franklin st ne,Washington,DC,
157169,nw,Washington,DC,
70122,new york av ne,Washington,DC,
191547,1252 5th st ne,Washington,DC,
111170,nw,Washington,DC,
27879,915 e st nw  unit: 1208,Washington,DC,
28936,0400 8th st nw,Washington,DC,
55469,0555 massachusetts av,Washington,DC,
27485,733 10th st nw,Washington,DC,
108694,3531 39th st nw  unit: e503,Washington,DC,
133748,3883 connecticut av,Washington,DC,
73163,0727 - 0729 3rd st ne,Washington,DC,
146741,3883 connecticut av,Washington,DC,
118722,3229 r st nw,Washington,DC,
87743,se,Washington,DC,
219868,nannie helen burroughs ave ne,Washington,DC,
246513,0701 brandywine st,Washington,DC,
4986,2000 f st nw,Washington,DC,
37650,601 pennsylvania ave nw  unit: 1505n,Washington,DC,
7977,1615 new hampshire av,Washington,DC,
102999,4201 cathedral ave nw  unit: 1219e,Washington,DC,
33078,0400 8th st nw,Washington,DC,
65545,h st nw,Washington,DC,
218754,49th st ne,Washington,DC,
69760,h st nw,Washington,DC,
224935,5070 kimi gray ct se,Washington,DC,
108055,2818 38th st nw,Washington,DC,
146854,3883 connecticut av,Washington,DC,
17073,r 12th st nw,Washington,DC,
124434,3883 connecticut av,Washington,DC,
22245,1117 10th st nw  unit: 309,Washington,DC,
79744,h st ne,Washington,DC,
70764,1st st se,Washington,DC,
46665,0555 massachusetts av,Washington,DC,
163550,1312 iris st nw,Washington,DC,
244300,4th st se,Washington,DC,
94780,2115 wisconsin ave nw,Washington,DC,
69050,h st nw,Washington,DC,
4142,2141 i st nw  unit: 810,Washington,DC,
21778,922 p st nw,Washington,DC,
173708,georgia ave nw,Washington,DC,
193948,638 riggs rd ne,Washington,DC,
69748,h st nw,Washington,DC,
145925,3883 connecticut av,Washington,DC,
170413,georgia ave nw,Washington,DC,
235792,3825 w st se  unit: b,Washington,DC,
106388,nw,Washington,DC,
121689,3883 connecticut av,Washington,DC,
188906,0039 - 0055 hawthorne ct ne unit: 39,Washington,DC,
251142,h st nw,Washington,DC,
214157,lee st ne,Washington,DC,
148370,5324 28th st nw,Washington,DC,
184186,5611 7th st nw,Washington,DC,
29754,0400 8th st nw,Washington,DC,
52782,0555 massachusetts av,Washington,DC,
213126,foote st ne,Washington,DC,
180527,101 s st nw,Washington,DC,
230741,se,Washington,DC,
95392,2140  wisconsin ave nw 2,Washington,DC,
30659,0400 8th st nw,Washington,DC,
73669,4th st se,Washington,DC,
248697,ne,Washington,DC,
81726,315 12th st ne  unit: 100,Washington,DC,
58640,1139 5th st nw,Washington,DC,
67853,h st nw,Washington,DC,
193384,5701 2nd st ne,Washington,DC,
176488,6108 9th st nw,Washington,DC,
123567,3883 connecticut av,Washington,DC,
210686,anacostia ave ne,Washington,DC,
210015,1627 d st ne,Washington,DC,
15081,1333 corcoran st nw,Washington,DC,
185108,611 quincy st nw  unit: 1,Washington,DC,
93089,2500 q st nw 00p-47,Washington,DC,
242093,se,Washington,DC,
169796,georgia ave nw,Washington,DC,
185772,0408 kennedy st,Washington,DC,
117399,2818 connecticut av,Washington,DC,
40589,0555 massachusetts av,Washington,DC,
176333,nw,Washington,DC,
42905,0555 massachusetts av,Washington,DC,
27305,h st nw,Washington,DC,
60088,475 k st nw  unit: 1112,Washington,DC,
85131,0055 14th st ne unit: 55,Washington,DC,
202581,ne,Washington,DC,
138724,3883 connecticut av,Washington,DC,
163083,nw,Washington,DC,
101570,4623 alton pl nw,Washington,DC,
78215,931 8th st ne,Washington,DC,
156007,1826 park rd nw,Washington,DC,
229086,32nd st se,Washington,DC,
177134,5309 9th st nw,Washington,DC,
59911,475 k st nw  unit: 513,Washington,DC,
204546,2509 randolph st ne,Washington,DC,
118498,3125 cleveland ave nw,Washington,DC,
153498,2433 ontario rd nw,Washington,DC,
207713,1760 lyman pl ne,Washington,DC,
6668,1717 s st nw,Washington,DC,
31761,0400 8th st nw,Washington,DC,
90681,nw,Washington,DC,
106362,nw,Washington,DC,
228382,3936 c st se,Washington,DC,
35162,0400 8th st nw,Washington,DC,
172619,georgia ave nw,Washington,DC,
83562,1325 independence ave se,Washington,DC,
211327,3901 ames st ne,Washington,DC,
132398,3883 connecticut av,Washington,DC,
247648,4641 6th st se,Washington,DC,
49946,0555 massachusetts av,Washington,DC,
9417,2108 16th st nw,Washington,DC,
183507,343 cedar st nw  unit: 107,Washington,DC,
246248,0840 marjorie ct se,Washington,DC,
134586,3883 connecticut av,Washington,DC,
13801,1420 n st nw unit: p32,Washington,DC,
101181,4829 loughboro rd nw,Washington,DC,
228298,3925 burns ct se,Washington,DC,
243280,1031 wahler pl se,Washington,DC,
181199,74 w st nw,Washington,DC,
33116,0400 8th st nw,Washington,DC,
66688,h st nw,Washington,DC,
154411,1500 columbia rd nw,Washington,DC,
9485,2000 16th st nw  unit: 402,Washington,DC,
250838,h st nw,Washington,DC,
8666,1718 p st nw  unit: 808,Washington,DC,
185942,433 oglethorpe st nw,Washington,DC,
16379,0717 14th st nw,Washington,DC,
204449,3401 24th st ne,Washington,DC,
173127,945 randolph st nw  unit: a,Washington,DC,
112461,nw,Washington,DC,
128715,3883 connecticut av,Washington,DC,
47000,0555 massachusetts av,Washington,DC,
237648,se,Washington,DC,
144020,3883 connecticut av,Washington,DC,
21089,2221 10th st nw,Washington,DC,
136518,3883 connecticut av,Washington,DC,
107144,3931 langley ct nw  unit: d574,Washington,DC,
211381,3912 ames st ne,Washington,DC,
225335,a st se,Washington,DC,
62524,3rd st sw,Washington,DC,
173893,georgia ave nw,Washington,DC,
162050,16th st nw,Washington,DC,
249975,77 h st nw,Washington,DC,
172368,georgia ave nw,Washington,DC,
138291,3883 connecticut av,Washington,DC,
124063,3883 connecticut av,Washington,DC,
44963,0555 massachusetts av,Washington,DC,
18924,2128 11th st nw p-1,Washington,DC,
129398,3883 connecticut av,Washington,DC,
240633,22nd st se,Washington,DC,
43083,0555 massachusetts av,Washington,DC,
154732,2805 ontario rd nw,Washington,DC,
174021,georgia ave nw,Washington,DC,
228634,306 37th st se,Washington,DC,
131869,3883 connecticut av,Washington,DC,
236838,3107 naylor rd se  unit: 104,Washington,DC,
135680,3883 connecticut av,Washington,DC,
211565,kenilworth tr ne,Washington,DC,
80627,1108 d st ne,Washington,DC,
215703,0538 48th pl ne,Washington,DC,
152747,2038 18th st nw  unit: 302,Washington,DC,
90969,1204 34th st nw,Washington,DC,
214687,4515 edson pl ne,Washington,DC,
219166,1011 50th st ne,Washington,DC,
130323,3883 connecticut av,Washington,DC,
37213,631 d st nw  unit: 926,Washington,DC,
142018,3883 connecticut av,Washington,DC,
140408,3883 connecticut av,Washington,DC,
245899,3949 1st st sw,Washington,DC,
139760,3883 connecticut av,Washington,DC,
225018,5037 call pl se  unit: 300,Washington,DC,
201224,2218 16th st ne,Washington,DC,
61587,350 g st sw  unit: n623,Washington,DC,
230404,se,Washington,DC,
81828,107 12th st ne  unit: 1,Washington,DC,
147208,3883 connecticut av,Washington,DC,
37121,631 d st nw  unit: 326,Washington,DC,
219464,5503 hunt pl ne,Washington,DC,
218237,49th st ne,Washington,DC,
228986,se,Washington,DC,
123745,3883 connecticut av,Washington,DC,
145566,3883 connecticut av,Washington,DC,
187954,1st st nw,Washington,DC,
92473,3046 p st nw,Washington,DC,
19674,1125 12th st nw  unit: 85,Washington,DC,
15321,1320 vermont ave nw,Washington,DC,
155082,1660 lanier pl nw,Washington,DC,
106156,4750 41st st nw  unit: 210,Washington,DC,
52261,0555 massachusetts av,Washington,DC,
216169,jay st ne,Washington,DC,
2023,1230 23rd st nw  unit: 916,Washington,DC,
56684,0555 massachusetts av,Washington,DC,
55833,0555 massachusetts av,Washington,DC,
191552,1257 4th st ne,Washington,DC,
130413,3883 connecticut av,Washington,DC,
213594,meade st ne,Washington,DC,
100238,nw,Washington,DC,
131596,3883 connecticut av,Washington,DC,
61861,800 4th st sw  unit: n603,Washington,DC,
76857,0618  south carolina ave se 2b,Washington,DC,
90761,3225 grace st nw  unit: 211,Washington,DC,
22016,10th st nw,Washington,DC,
246153,0816 hr dr se,Washington,DC,
117216,nw,Washington,DC,
203435,4321 21st st ne,Washington,DC,
81748,1222 constitution ave ne,Washington,DC,
120290,3883 connecticut av,Washington,DC,
84186,1391 pennsylvania ave se  unit: 442,Washington,DC,
39651,0555 massachusetts av,Washington,DC,
88919,se,Washington,DC,
181974,4621 8th st nw,Washington,DC,
32773,0400 8th st nw,Washington,DC,
223203,6220 - 6242 banks pl ne,Washington,DC,
162356,1512 van buren st nw,Washington,DC,
154923,2627 adams mill rd nw  unit: 109,Washington,DC,
217199,meade st ne,Washington,DC,
143064,3883 connecticut av,Washington,DC,
231295,1920 naylor rd se  unit: 103,Washington,DC,
82138,1221 e st se,Washington,DC,
2833,2201 l st nw  unit: 903,Washington,DC,
212275,dix st ne,Washington,DC,
50401,0555 massachusetts av,Washington,DC,
244144,3316 oxon run rd se,Washington,DC,
134661,3883 connecticut av,Washington,DC,
123119,3883 connecticut av,Washington,DC,
118429,nw,Washington,DC,
151058,1910 kalorama rd nw  unit: 105,Washington,DC,
183469,7225 blair rd nw,Washington,DC,
96523,3833 t st nw,Washington,DC,
36619,900 6th st nw,Washington,DC,
148304,3001 ellicott st nw,Washington,DC,
140545,3883 connecticut av,Washington,DC,
187096,nw,Washington,DC,
